X,Y,Z
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081865157,0.060384283
0.267716535,2.081864862,0.060380104
0.267716535,2.081863978,0.060367575
0.267716535,2.081862505,0.060346708
0.267716535,2.081860444,0.060317515
0.267716535,2.081857796,0.060280008
0.267716535,2.08185456,0.060234199
0.267716535,2.081850737,0.0601801
0.267716535,2.081846328,0.060117724
0.267716535,2.081841331,0.060047082
0.267716535,2.081835747,0.059968186
0.267716535,2.081829575,0.059881048
0.267716535,2.081822816,0.05978568
0.267716535,2.081815468,0.059682093
0.267716535,2.081807532,0.059570301
0.267716535,2.081799005,0.059450314
0.267716535,2.081789888,0.059322145
0.267716535,2.08178018,0.059185805
0.267716535,2.081769879,0.059041307
0.267716535,2.081758984,0.058888661
0.267716535,2.081747494,0.05872788
0.267716535,2.081735408,0.058558976
0.267716535,2.081722724,0.05838196
0.267716535,2.08170944,0.058196844
0.267716535,2.081695555,0.05800364
0.267716535,2.081681067,0.057802359
0.267716535,2.081665973,0.057593014
0.267716535,2.081650273,0.057375615
0.267716535,2.081633963,0.057150175
0.267716535,2.081617042,0.056916705
0.267716535,2.081599507,0.056675216
0.267716535,2.081581355,0.056425722
0.267716535,2.081562584,0.056168232
0.267716535,2.081543192,0.055902758
0.267716535,2.081523175,0.055629313
0.267716535,2.08150253,0.055347908
0.267716535,2.081481256,0.055058554
0.267716535,2.081459348,0.054761262
0.267716535,2.081436803,0.054456045
0.267716535,2.081413618,0.054142914
0.267716535,2.08138979,0.05382188
0.267716535,2.081365315,0.053492954
0.267716535,2.081340189,0.053156149
0.267716535,2.081314409,0.052811476
0.267716535,2.081287971,0.052458945
0.267716535,2.081260871,0.052098569
0.267716535,2.081233106,0.051730359
0.267716535,2.08120467,0.051354326
0.267716535,2.08117556,0.050970482
0.267716535,2.081145772,0.050578839
0.267716535,2.081115301,0.050179406
0.267716535,2.081084142,0.049772196
0.267716535,2.081052291,0.049357221
0.267716535,2.081019744,0.048934491
0.267716535,2.080986496,0.048504017
0.267716535,2.080952541,0.048065812
0.267716535,2.080917875,0.047619886
0.267716535,2.080882492,0.047166251
0.267716535,2.080846389,0.046704917
0.267716535,2.080809558,0.046235897
0.267716535,2.080771996,0.045759202
0.267716535,2.080733697,0.045274842
0.267716535,2.080694654,0.044782829
0.267716535,2.080654864,0.044283174
0.267716535,2.080614319,0.043775889
0.267716535,2.080573014,0.043260984
0.267716535,2.080530943,0.042738471
0.267716535,2.080488101,0.042208361
0.267716535,2.080444481,0.041670666
0.267716535,2.080400077,0.041125395
0.267716535,2.080354883,0.040572562
0.267716535,2.080308892,0.040012176
0.267716535,2.080262099,0.039444249
0.267716535,2.080214496,0.038868792
0.267716535,2.080166078,0.038285817
0.267716535,2.080116837,0.037695333
0.267716535,2.080066768,0.037097354
0.267716535,2.080015862,0.036491889
0.267716535,2.079964113,0.035878949
0.267716535,2.079911514,0.035258547
0.267716535,2.079858059,0.034630693
0.267716535,2.079803739,0.033995397
0.267716535,2.079748549,0.033352672
0.267716535,2.079692479,0.032702529
0.267716535,2.079635524,0.032044978
0.267716535,2.079577675,0.03138003
0.267716535,2.079518926,0.030707697
0.267716535,2.079459267,0.03002799
0.267716535,2.079398693,0.02934092
0.267716535,2.079337194,0.028646498
0.267716535,2.079274764,0.027944734
0.267716535,2.079211393,0.027235641
0.267716535,2.079147075,0.026519229
0.267716535,2.0790818,0.025795509
0.267716535,2.079015562,0.025064493
0.267716535,2.078948351,0.024326191
0.267716535,2.078880159,0.023580615
0.267716535,2.078810978,0.022827775
0.267716535,2.0787408,0.022067683
0.267716535,2.078669615,0.021300349
0.267716535,2.078597416,0.020525786
0.267716535,2.078524193,0.019744003
0.267716535,2.078449938,0.018955012
0.267716535,2.078374641,0.018158825
0.267716535,2.078298295,0.017355452
0.267716535,2.07822089,0.016544903
0.267716535,2.078142416,0.015727192
0.267716535,2.078062866,0.014902327
0.267716535,2.077982229,0.014070321
0.267716535,2.077900496,0.013231185
0.267716535,2.077817658,0.01238493
0.267716535,2.077733706,0.011531566
0.267716535,2.077648629,0.010671105
0.267716535,2.077562419,0.009803559
0.267716535,2.077475066,0.008928937
0.267716535,2.077386561,0.008047252
0.267716535,2.077296892,0.007158514
0.267716535,2.077206051,0.006262735
0.267716535,2.077114028,0.005359925
0.267716535,2.077020813,0.004450096
0.267716535,2.076926395,0.00353326
0.267716535,2.076830765,0.002609426
0.267716535,2.076733912,0.001678606
0.267716535,2.076635827,0.000740812
0.267716535,2.076536498,-0.000203945
0.267716535,2.076435916,-0.001155655
0.267716535,2.07633407,-0.002114305
0.267716535,2.076230949,-0.003079886
0.267716535,2.076126544,-0.004052385
0.267716535,2.076020843,-0.005031791
0.267716535,2.075913836,-0.006018094
0.267716535,2.075805512,-0.007011282
0.267716535,2.075695861,-0.008011343
0.267716535,2.07558487,-0.009018267
0.267716535,2.07547253,-0.010032042
0.267716535,2.07535883,-0.011052657
0.267716535,2.075243758,-0.0120801
0.267716535,2.075127304,-0.013114361
0.267716535,2.075009455,-0.014155428
0.267716535,2.074890202,-0.01520329
0.267716535,2.074769532,-0.016257935
0.267716535,2.074647435,-0.017319353
0.267716535,2.074523898,-0.018387531
0.267716535,2.074398911,-0.019462458
0.267716535,2.074272462,-0.020544123
0.267716535,2.074144539,-0.021632515
0.267716535,2.074015132,-0.022727623
0.267716535,2.073884227,-0.023829434
0.267716535,2.073751813,-0.024937937
0.267716535,2.07361788,-0.026053122
0.267716535,2.073482413,-0.027174975
0.267716535,2.073345403,-0.028303487
0.267716535,2.073206837,-0.029438646
0.267716535,2.073066702,-0.030580439
0.267716535,2.072924987,-0.031728856
0.267716535,2.07278168,-0.032883885
0.267716535,2.072636768,-0.034045514
0.267716535,2.072490239,-0.035213733
0.267716535,2.072342082,-0.036388528
0.267716535,2.072192283,-0.037569889
0.267716535,2.07204083,-0.038757805
0.267716535,2.071887711,-0.039952262
0.267716535,2.071732914,-0.041153251
0.267716535,2.071576425,-0.042360759
0.267716535,2.071418233,-0.043574774
0.267716535,2.071258324,-0.044795285
0.267716535,2.071096686,-0.046022279
0.267716535,2.070933306,-0.047255746
0.267716535,2.070768172,-0.048495674
0.267716535,2.07060127,-0.04974205
0.267716535,2.070432588,-0.050994864
0.267716535,2.070262113,-0.052254102
0.267716535,2.070089831,-0.053519754
0.267716535,2.069915731,-0.054791807
0.267716535,2.069739798,-0.056070249
0.267716535,2.06956202,-0.05735507
0.267716535,2.069382383,-0.058646255
0.267716535,2.069200875,-0.059943795
0.267716535,2.069017482,-0.061247676
0.267716535,2.06883219,-0.062557887
0.267716535,2.068644987,-0.063874416
0.267716535,2.068455859,-0.065197251
0.267716535,2.068264793,-0.066526379
0.267716535,2.068071775,-0.067861789
0.267716535,2.067876791,-0.069203468
0.267716535,2.067679829,-0.070551405
0.267716535,2.067480875,-0.071905587
0.267716535,2.067279914,-0.073266001
0.267716535,2.067076934,-0.074632637
0.267716535,2.06687192,-0.076005481
0.267716535,2.066664859,-0.077384521
0.267716535,2.066455737,-0.078769746
0.267716535,2.066244541,-0.080161142
0.267716535,2.066031255,-0.081558697
0.267716535,2.065815868,-0.0829624
0.267716535,2.065598363,-0.084372237
0.267716535,2.065378729,-0.085788196
0.267716535,2.065156949,-0.087210265
0.267716535,2.064933012,-0.088638432
0.267716535,2.064706902,-0.090072683
0.267716535,2.064478605,-0.091513006
0.267716535,2.064248107,-0.092959389
0.267716535,2.064015394,-0.094411819
0.267716535,2.063780452,-0.095870284
0.267716535,2.063543266,-0.097334771
0.267716535,2.063303822,-0.098805266
0.267716535,2.063062106,-0.100281759
0.267716535,2.062818103,-0.101764235
0.267716535,2.0625718,-0.103252682
0.267716535,2.062323181,-0.104747087
0.267716535,2.062072232,-0.106247438
0.267716535,2.061818939,-0.107753722
0.267716535,2.061563287,-0.109265925
0.267716535,2.061305261,-0.110784035
0.267716535,2.061044848,-0.112308038
0.267716535,2.060782031,-0.113837923
0.267716535,2.060516798,-0.115373675
0.267716535,2.060249132,-0.116915283
0.267716535,2.05997902,-0.118462732
0.267716535,2.059706446,-0.120016009
0.267716535,2.059431396,-0.121575102
0.267716535,2.059153855,-0.123139998
0.267716535,2.058873808,-0.124710683
0.267716535,2.05859124,-0.126287143
0.267716535,2.058306137,-0.127869366
0.267716535,2.058018483,-0.129457339
0.267716535,2.057728264,-0.131051047
0.267716535,2.057435464,-0.132650479
0.267716535,2.057140069,-0.134255619
0.267716535,2.056842064,-0.135866455
0.267716535,2.056541433,-0.137482974
0.267716535,2.056238162,-0.139105161
0.267716535,2.055932235,-0.140733003
0.267716535,2.055623637,-0.142366487
0.267716535,2.055312354,-0.1440056
0.267716535,2.05499837,-0.145650326
0.267716535,2.05468167,-0.147300653
0.267716535,2.054362238,-0.148956567
0.267716535,2.05404006,-0.150618055
0.267716535,2.053715121,-0.152285102
0.267716535,2.053387404,-0.153957694
0.267716535,2.053056895,-0.155635818
0.267716535,2.052723578,-0.15731946
0.267716535,2.052387439,-0.159008605
0.267716535,2.052048461,-0.160703241
0.267716535,2.05170663,-0.162403352
0.267716535,2.05136193,-0.164108925
0.267716535,2.051014345,-0.165819945
0.267716535,2.050663861,-0.167536399
0.267716535,2.050310462,-0.169258272
0.267716535,2.049954132,-0.170985551
0.267716535,2.049594856,-0.17271822
0.267716535,2.049232618,-0.174456265
0.267716535,2.048867403,-0.176199673
0.267716535,2.048499196,-0.177948429
0.267716535,2.048127981,-0.179702517
0.267716535,2.047753742,-0.181461925
0.267716535,2.047376464,-0.183226637
0.267716535,2.046996132,-0.184996639
0.267716535,2.046612729,-0.186771916
0.267716535,2.04622624,-0.188552454
0.267716535,2.04583665,-0.190338238
0.267716535,2.045443943,-0.192129253
0.267716535,2.045048103,-0.193925484
0.267716535,2.044649114,-0.195726918
0.267716535,2.044246962,-0.197533538
0.267716535,2.043841631,-0.19934533
0.267716535,2.043433104,-0.201162279
0.267716535,2.043021366,-0.20298437
0.267716535,2.042606401,-0.204811589
0.267716535,2.042188194,-0.206643919
0.267716535,2.041766729,-0.208481346
0.267716535,2.041341991,-0.210323856
0.267716535,2.040913963,-0.212171431
0.267716535,2.04048263,-0.214024059
0.267716535,2.040047976,-0.215881722
0.267716535,2.039609985,-0.217744407
0.267716535,2.039168642,-0.219612096
0.267716535,2.038723931,-0.221484776
0.267716535,2.038275836,-0.223362431
0.267716535,2.037824342,-0.225245045
0.267716535,2.037369432,-0.227132603
0.267716535,2.036911091,-0.229025088
0.267716535,2.036449303,-0.230922487
0.267716535,2.035984053,-0.232824782
0.267716535,2.035515324,-0.234731958
0.267716535,2.035043101,-0.236643999
0.267716535,2.034567368,-0.23856089
0.267716535,2.034088109,-0.240482615
0.267716535,2.033605309,-0.242409158
0.267716535,2.033118951,-0.244340502
0.267716535,2.032629021,-0.246276633
0.267716535,2.032135501,-0.248217533
0.267716535,2.031638378,-0.250163188
0.267716535,2.031137633,-0.25211358
0.267716535,2.030633253,-0.254068693
0.267716535,2.03012522,-0.256028512
0.267716535,2.02961352,-0.25799302
0.267716535,2.029098137,-0.259962201
0.267716535,2.028579054,-0.261936038
0.267716535,2.028056256,-0.263914516
0.267716535,2.027529728,-0.265897617
0.267716535,2.026999453,-0.267885325
0.267716535,2.026465416,-0.269877623
0.267716535,2.025927601,-0.271874496
0.267716535,2.025385992,-0.273875926
0.267716535,2.024840574,-0.275881897
0.267716535,2.024291331,-0.277892392
0.267716535,2.023738246,-0.279907394
0.267716535,2.023181306,-0.281926886
0.267716535,2.022620493,-0.283950852
0.267716535,2.022055792,-0.285979274
0.267716535,2.021487188,-0.288012137
0.267716535,2.020914664,-0.290049421
0.267716535,2.020338205,-0.292091112
0.267716535,2.019757796,-0.294137191
0.267716535,2.01917342,-0.296187641
0.267716535,2.018585063,-0.298242445
0.267716535,2.017992708,-0.300301586
0.267716535,2.01739634,-0.302365047
0.267716535,2.016795943,-0.30443281
0.267716535,2.016191502,-0.306504858
0.267716535,2.015583002,-0.308581173
0.267716535,2.014970425,-0.310661738
0.267716535,2.014353758,-0.312746536
0.267716535,2.013732985,-0.314835548
0.267716535,2.013108089,-0.316928758
0.267716535,2.012479056,-0.319026147
0.267716535,2.01184587,-0.321127697
0.267716535,2.011208515,-0.323233392
0.267716535,2.010566976,-0.325343212
0.267716535,2.009921239,-0.327457141
0.267716535,2.009271286,-0.329575161
0.267716535,2.008617103,-0.331697252
0.267716535,2.007958675,-0.333823398
0.267716535,2.007295985,-0.33595358
0.267716535,2.00662902,-0.338087781
0.267716535,2.005957763,-0.340225981
0.267716535,2.005282198,-0.342368163
0.267716535,2.004602312,-0.344514308
0.267716535,2.003918088,-0.346664399
0.267716535,2.003229512,-0.348818416
0.267716535,2.002536567,-0.350976342
0.267716535,2.00183924,-0.353138157
0.267716535,2.001137513,-0.355303844
0.267716535,2.000431374,-0.357473384
0.267716535,1.999720806,-0.359646757
0.267716535,1.999005794,-0.361823947
0.267716535,1.998286323,-0.364004933
0.267716535,1.997562378,-0.366189697
0.267716535,1.996833944,-0.368378221
0.267716535,1.996101006,-0.370570485
0.267716535,1.995363549,-0.37276647
0.267716535,1.994621558,-0.374966158
0.267716535,1.993875018,-0.37716953
0.267716535,1.993123914,-0.379376566
0.267716535,1.992368232,-0.381587247
0.267716535,1.991607956,-0.383801555
0.267716535,1.990843071,-0.386019469
0.267716535,1.990073563,-0.388240972
0.267716535,1.989299417,-0.390466043
0.267716535,1.988520619,-0.392694663
0.267716535,1.987737152,-0.394926813
0.267716535,1.986949004,-0.397162473
0.267716535,1.986156158,-0.399401624
0.267716535,1.985358601,-0.401644246
0.267716535,1.984556318,-0.40389032
0.267716535,1.983749294,-0.406139826
0.267716535,1.982937515,-0.408392744
0.267716535,1.982120966,-0.410649055
0.267716535,1.981299632,-0.412908739
0.267716535,1.9804735,-0.415171776
0.267716535,1.979642555,-0.417438146
0.267716535,1.978806782,-0.419707829
0.267716535,1.977966168,-0.421980806
0.267716535,1.977120697,-0.424257055
0.267716535,1.976270356,-0.426536558
0.267716535,1.97541513,-0.428819294
0.267716535,1.974555005,-0.431105243
0.267716535,1.973689967,-0.433394385
0.267716535,1.972820001,-0.435686699
0.267716535,1.971945095,-0.437982165
0.267716535,1.971065233,-0.440280763
0.267716535,1.970180401,-0.442582472
0.267716535,1.969290586,-0.444887272
0.267716535,1.968395774,-0.447195142
0.267716535,1.96749595,-0.449506063
0.267716535,1.966591101,-0.451820012
0.267716535,1.965681213,-0.454136971
0.267716535,1.964766273,-0.456456917
0.267716535,1.963846265,-0.45877983
0.267716535,1.962921178,-0.46110569
0.267716535,1.961990996,-0.463434476
0.267716535,1.961055707,-0.465766166
0.267716535,1.960115296,-0.46810074
0.267716535,1.959169751,-0.470438177
0.267716535,1.958219058,-0.472778456
0.267716535,1.957263202,-0.475121556
0.267716535,1.956302172,-0.477467455
0.267716535,1.955335952,-0.479816133
0.267716535,1.954364531,-0.482167568
0.267716535,1.953387895,-0.48452174
0.267716535,1.95240603,-0.486878626
0.267716535,1.951418924,-0.489238206
0.267716535,1.950426562,-0.491600458
0.267716535,1.949428933,-0.493965361
0.267716535,1.948426022,-0.496332893
0.267716535,1.947417818,-0.498703033
0.267716535,1.946404306,-0.501075759
0.267716535,1.945385474,-0.50345105
0.267716535,1.944361309,-0.505828883
0.267716535,1.943331799,-0.508209238
0.267716535,1.94229693,-0.510592093
0.267716535,1.941256689,-0.512977425
0.267716535,1.940211065,-0.515365214
0.267716535,1.939160044,-0.517755436
0.267716535,1.938103614,-0.520148071
0.267716535,1.937041761,-0.522543096
0.267716535,1.935974475,-0.524940489
0.267716535,1.934901741,-0.527340229
0.267716535,1.933823549,-0.529742292
0.267716535,1.932739885,-0.532146658
0.267716535,1.931650737,-0.534553304
0.267716535,1.930556092,-0.536962208
0.267716535,1.92945594,-0.539373347
0.267716535,1.928350267,-0.541786699
0.267716535,1.927239061,-0.544202242
0.267716535,1.926122311,-0.546619954
0.267716535,1.925000004,-0.549039811
0.267716535,1.923872129,-0.551461793
0.267716535,1.922738673,-0.553885875
0.267716535,1.921599625,-0.556312036
0.267716535,1.920454973,-0.558740253
0.267716535,1.919304704,-0.561170504
0.267716535,1.918148809,-0.563602765
0.267716535,1.916987274,-0.566037015
0.267716535,1.915820089,-0.56847323
0.267716535,1.914647242,-0.570911387
0.267716535,1.913468721,-0.573351464
0.267716535,1.912284515,-0.575793438
0.267716535,1.911094612,-0.578237286
0.267716535,1.909899002,-0.580682986
0.267716535,1.908697674,-0.583130513
0.267716535,1.907490615,-0.585579846
0.267716535,1.906277815,-0.58803096
0.267716535,1.905059263,-0.590483834
0.267716535,1.903834947,-0.592938444
0.267716535,1.902604858,-0.595394766
0.267716535,1.901368984,-0.597852778
0.267716535,1.900127313,-0.600312456
0.267716535,1.898879837,-0.602773777
0.267716535,1.897626543,-0.605236718
0.267716535,1.896367421,-0.607701255
0.267716535,1.89510246,-0.610167366
0.267716535,1.893831651,-0.612635026
0.267716535,1.892554982,-0.615104212
0.267716535,1.891272443,-0.617574901
0.267716535,1.889984025,-0.620047068
0.267716535,1.888689715,-0.622520692
0.267716535,1.887389505,-0.624995747
0.267716535,1.886083384,-0.627472211
0.267716535,1.884771342,-0.62995006
0.267716535,1.88345337,-0.63242927
0.267716535,1.882129456,-0.634909817
0.267716535,1.880799591,-0.637391677
0.267716535,1.879463766,-0.639874827
0.267716535,1.878121971,-0.642359243
0.267716535,1.876774195,-0.644844902
0.267716535,1.875420429,-0.647331778
0.267716535,1.874060664,-0.649819848
0.267716535,1.872694891,-0.652309089
0.267716535,1.871323098,-0.654799476
0.267716535,1.869945279,-0.657290986
0.267716535,1.868561422,-0.659783593
0.267716535,1.867171518,-0.662277275
0.267716535,1.865775559,-0.664772007
0.267716535,1.864373536,-0.667267764
0.267716535,1.862965439,-0.669764523
0.267716535,1.861551259,-0.67226226
0.267716535,1.860130987,-0.67476095
0.267716535,1.858704615,-0.677260569
0.267716535,1.857272134,-0.679761092
0.267716535,1.855833534,-0.682262496
0.267716535,1.854388808,-0.684764756
0.267716535,1.852937947,-0.687267848
0.267716535,1.851480941,-0.689771746
0.267716535,1.850017784,-0.692276428
0.267716535,1.848548466,-0.694781868
0.267716535,1.847072978,-0.697288041
0.267716535,1.845591314,-0.699794924
0.267716535,1.844103464,-0.702302492
0.267716535,1.84260942,-0.704810719
0.267716535,1.841109175,-0.707319582
0.267716535,1.839602721,-0.709829057
0.267716535,1.838090049,-0.712339117
0.267716535,1.836571151,-0.714849739
0.267716535,1.83504602,-0.717360898
0.267716535,1.833514649,-0.719872569
0.267716535,1.831977029,-0.722384727
0.267716535,1.830433153,-0.724897348
0.267716535,1.828883014,-0.727410407
0.267716535,1.827326604,-0.729923879
0.267716535,1.825763915,-0.732437739
0.267716535,1.824194941,-0.734951962
0.267716535,1.822619674,-0.737466523
0.267716535,1.821038107,-0.739981398
0.267716535,1.819450234,-0.742496561
0.267716535,1.817856046,-0.745011988
0.267716535,1.816255538,-0.747527654
0.267716535,1.814648701,-0.750043533
0.267716535,1.813035531,-0.7525596
0.267716535,1.811416019,-0.755075831
0.267716535,1.809790159,-0.7575922
0.267716535,1.808157945,-0.760108683
0.267716535,1.80651937,-0.762625254
0.267716535,1.804874427,-0.765141887
0.267716535,1.803223111,-0.767658559
0.267716535,1.801565416,-0.770175243
0.267716535,1.799901334,-0.772691915
0.267716535,1.798230859,-0.775208549
0.267716535,1.796553987,-0.77772512
0.267716535,1.79487071,-0.780241603
0.267716535,1.793181023,-0.782757973
0.267716535,1.79148492,-0.785274204
0.267716535,1.789782395,-0.787790271
0.267716535,1.788073443,-0.790306148
0.267716535,1.786358058,-0.792821811
0.267716535,1.784636234,-0.795337234
0.267716535,1.782907966,-0.797852391
0.267716535,1.781173249,-0.800367258
0.267716535,1.779432077,-0.802881809
0.267716535,1.777684445,-0.805396018
0.267716535,1.775930348,-0.80790986
0.267716535,1.77416978,-0.810423309
0.267716535,1.772402737,-0.812936341
0.267716535,1.770629215,-0.815448929
0.267716535,1.768849207,-0.817961049
0.267716535,1.767062709,-0.820472674
0.267716535,1.765269716,-0.822983779
0.267716535,1.763470225,-0.825494339
0.267716535,1.76166423,-0.828004328
0.267716535,1.759851726,-0.830513721
0.267716535,1.75803271,-0.833022491
0.267716535,1.756207176,-0.835530614
0.267716535,1.754375122,-0.838038064
0.267716535,1.752536542,-0.840544816
0.267716535,1.750691432,-0.843050842
0.267716535,1.748839789,-0.845556119
0.267716535,1.746981608,-0.848060621
0.267716535,1.745116885,-0.850564321
